EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeBand,JobSatisfactionLabel,WorkLifeBalanceLabel
1249,47,No,Travel_Frequently,1001,Research & Development,1,3,Other,4,Female,76,2,3,Healthcare Representative,1.0,Married,10055.0,17458,5,No,11,3,1,1,26,2,1,3.0,3,2,3,0,2-3 yrs,10K-15K,Low,Bad
1250,38,No,Travel_Rarely,281,Research & Development,17,3,Life Sciences,4,Female,62,3,5,Manufacturing Director,4.0,Married,8360.0,15620,2,No,16,3,4,1,15,6,3,5.0,3,2,5,0,4-6 yrs,6K-10K,Very High,Better
1251,18,No,Travel_Frequently,878,Research & Development,9,1,Marketing,4,Male,73,3,4,Healthcare Representative,2.0,Married,11180.0,15973,3,No,11,3,1,0,0,2,3,0.0,0,0,0,0,0-1 yrs,10K-15K,Medium,Better
1252,32,No,Travel_Rarely,877,Research & Development,21,2,Medical,2,Female,47,1,1,Healthcare Representative,2.0,Married,1224.0,16139,6,Yes,15,4,3,0,12,3,2,6.0,5,0,2,0,4-6 yrs,Below 3K,Medium,Good
1253,28,No,Travel_Rarely,803,Research & Development,1,2,Life Sciences,4,Female,83,3,3,Laboratory Technician,4.0,Divorced,9166.0,2471,3,Yes,17,4,1,1,7,4,3,7.0,3,1,3,0,7-10 yrs,6K-10K,Very High,Better
1254,47,No,Travel_Rarely,1310,Research & Development,7,3,Technical Degree,3,Male,42,3,3,Manager,3.0,Divorced,9238.0,25048,3,No,13,3,4,2,25,2,3,6.0,2,4,5,0,4-6 yrs,6K-10K,High,Better
1255,18,Yes,Travel_Frequently,392,Research & Development,1,5,Medical,4,Male,71,2,3,Research Director,3.0,Married,11305.0,2553,3,No,16,3,1,0,0,1,1,0.0,0,0,0,1,0-1 yrs,10K-15K,High,Bad
1256,45,No,Non-Travel,481,Research & Development,4,3,Marketing,3,Male,41,3,3,Laboratory Technician,3.0,Single,6994.0,10235,3,Yes,11,3,3,1,21,0,2,7.0,6,1,7,0,7-10 yrs,6K-10K,High,Good
1257,48,No,Travel_Rarely,1081,Research & Development,7,3,Life Sciences,3,Female,48,3,1,Research Scientist,4.0,Single,5608.0,12691,3,No,14,3,4,1,25,1,3,7.0,6,2,1,0,7-10 yrs,3K-6K,Very High,Better
1258,41,Yes,Travel_Frequently,1350,Research & Development,3,3,Marketing,2,Female,74,3,4,Manufacturing Director,4.0,Divorced,14230.0,15133,7,No,11,3,4,1,21,4,2,6.0,6,1,3,1,4-6 yrs,10K-15K,Very High,Good
1259,37,Yes,Travel_Rarely,1309,Research & Development,24,2,Life Sciences,4,Female,96,1,3,Healthcare Representative,4.0,Married,9614.0,5954,2,Yes,17,4,3,1,17,0,2,3.0,3,3,3,1,2-3 yrs,6K-10K,Very High,Good
1260,44,No,Travel_Rarely,729,Sales,16,3,Technical Degree,2,Male,57,2,3,Manager,1.0,Single,7169.0,9791,1,No,12,3,2,0,24,3,4,9.0,5,1,3,0,7-10 yrs,6K-10K,Low,Best
1261,43,Yes,Travel_Rarely,599,Research & Development,18,4,Life Sciences,2,Male,65,3,5,Manufacturing Director,2.0,Single,13703.0,19660,2,No,18,3,2,1,21,2,3,5.0,5,4,5,1,4-6 yrs,10K-15K,Medium,Better
1262,22,No,Travel_Rarely,603,Sales,3,3,Marketing,4,Male,43,3,1,Sales Executive,2.0,Married,4766.0,7143,2,No,13,3,3,0,2,4,3,2.0,2,2,2,0,2-3 yrs,3K-6K,Medium,Better
1263,45,No,Travel_Rarely,909,Research & Development,12,3,Life Sciences,2,Male,34,4,3,Healthcare Representative,2.0,Single,10798.0,18562,2,No,13,4,4,1,23,1,1,4.0,4,1,3,0,4-6 yrs,10K-15K,Medium,Bad
1264,32,No,Travel_Frequently,530,Research & Development,9,4,Technical Degree,3,Male,82,3,5,Healthcare Representative,4.0,Married,11822.0,24851,5,No,16,4,4,0,8,4,3,5.0,2,2,3,0,4-6 yrs,10K-15K,Very High,Better
1265,41,No,Travel_Rarely,1259,Research & Development,6,4,Technical Degree,1,Female,59,3,5,Research Scientist,1.0,Single,15101.0,24826,0,No,22,4,2,0,19,4,3,8.0,4,2,4,0,7-10 yrs,15K+,Low,Better
1266,28,No,Travel_Frequently,1017,Research & Development,15,4,Life Sciences,4,Male,78,3,2,Research Scientist,1.0,Married,6111.0,9248,4,No,12,3,2,2,4,3,3,4.0,3,2,4,0,4-6 yrs,6K-10K,Low,Better
1267,18,Yes,Travel_Rarely,342,Sales,3,3,Human Resources,4,Female,48,4,5,Sales Executive,4.0,Single,11179.0,13557,3,No,11,3,1,0,0,3,3,0.0,0,0,0,1,0-1 yrs,10K-15K,Very High,Better
1268,22,No,Non-Travel,1098,Research & Development,4,3,Medical,4,Male,43,3,1,Laboratory Technician,3.0,Divorced,3574.0,16140,4,No,13,3,4,0,2,1,3,2.0,2,2,2,0,2-3 yrs,3K-6K,High,Better
1269,29,No,Travel_Frequently,1158,Sales,29,3,Life Sciences,3,Female,78,3,2,Sales Representative,2.0,Married,4534.0,12024,2,No,21,3,4,1,9,6,3,4.0,4,2,3,0,4-6 yrs,3K-6K,Medium,Better
1270,44,No,Travel_Rarely,1044,Human Resources,29,3,Life Sciences,2,Male,87,2,3,Manager,3.0,Divorced,9818.0,19060,4,No,11,3,3,1,21,0,3,6.0,4,1,4,0,4-6 yrs,6K-10K,High,Better
1271,36,No,Travel_Rarely,852,Research & Development,22,3,Life Sciences,3,Female,91,3,2,Manager,4.0,Single,5645.0,13872,4,No,15,3,3,1,15,5,3,5.0,1,3,4,0,4-6 yrs,3K-6K,Very High,Better
1272,31,No,Travel_Rarely,875,Research & Development,3,1,Medical,4,Female,38,4,3,Manager,2.0,Married,8817.0,8652,2,Yes,16,3,4,1,9,3,3,6.0,2,0,1,0,4-6 yrs,6K-10K,Medium,Better
1273,34,Yes,Travel_Rarely,1134,Research & Development,4,3,Marketing,4,Female,91,2,2,Research Scientist,4.0,Single,3210.0,2202,2,Yes,16,3,3,1,14,6,3,14.0,10,2,3,1,10+ yrs,3K-6K,Very High,Better
1274,43,No,Travel_Rarely,1176,Research & Development,7,3,Marketing,3,Female,89,2,3,Research Scientist,4.0,Single,5728.0,5649,2,Yes,13,3,4,1,21,2,2,10.0,7,3,1,0,7-10 yrs,3K-6K,Very High,Good
1275,40,No,Travel_Rarely,1112,Human Resources,2,3,Life Sciences,4,Male,55,3,3,Human Resources,3.0,Married,7443.0,5088,1,No,16,3,3,2,17,1,3,11.0,3,2,3,0,10+ yrs,6K-10K,High,Better
1276,40,No,Travel_Rarely,100,Sales,5,4,Life Sciences,1,Female,89,3,3,Sales Representative,4.0,Divorced,11013.0,24438,2,No,15,4,1,1,20,2,3,10.0,4,4,10,0,7-10 yrs,10K-15K,Very High,Better
1277,42,No,Travel_Rarely,167,Research & Development,2,5,Marketing,4,Female,49,3,3,Laboratory Technician,3.0,Single,7775.0,5078,4,Yes,15,4,4,0,18,1,3,6.0,2,2,2,0,4-6 yrs,6K-10K,High,Better
1278,40,Yes,Travel_Frequently,301,Research & Development,12,2,Life Sciences,3,Female,48,3,3,Research Director,2.0,Single,9030.0,16918,5,No,11,3,4,2,16,2,3,3.0,1,1,3,1,2-3 yrs,6K-10K,Medium,Better
1279,24,No,Travel_Frequently,484,Sales,8,3,Human Resources,2,Female,76,3,2,Sales Representative,4.0,Married,5140.0,17508,1,Yes,12,3,4,0,1,1,2,1.0,1,1,1,0,0-1 yrs,3K-6K,Very High,Good
1280,39,Yes,Travel_Rarely,887,Research & Development,29,2,Other,3,Male,78,3,2,Manufacturing Director,1.0,Married,7079.0,4566,3,No,11,3,4,0,16,5,2,9.0,2,2,7,1,7-10 yrs,6K-10K,Low,Good
1281,48,No,Travel_Rarely,1377,Research & Development,24,3,Technical Degree,4,Female,80,4,2,Manufacturing Director,4.0,Divorced,8000.0,3128,0,Yes,17,4,4,1,26,0,3,7.0,4,1,7,0,7-10 yrs,6K-10K,Very High,Better
1282,37,No,Travel_Frequently,961,Research & Development,13,3,Life Sciences,1,Female,92,3,4,Laboratory Technician,3.0,Married,12200.0,17296,3,No,14,3,3,2,14,2,4,4.0,3,1,4,0,4-6 yrs,10K-15K,High,Best
1283,40,No,Travel_Rarely,648,Sales,5,3,Life Sciences,1,Female,61,1,2,Manager,4.0,Married,6564.0,8706,3,No,11,3,3,1,16,1,2,6.0,2,1,5,0,4-6 yrs,6K-10K,Very High,Good
1284,18,No,Travel_Rarely,225,Research & Development,8,2,Medical,4,Female,70,4,4,Healthcare Representative,1.0,Single,7826.0,10943,1,No,16,3,4,1,0,3,3,0.0,0,0,0,0,0-1 yrs,6K-10K,Low,Better
1285,40,No,Travel_Rarely,212,Research & Development,1,3,Marketing,3,Female,74,3,2,Research Director,4.0,Married,4952.0,24623,2,No,14,3,2,1,19,3,3,8.0,6,1,3,0,7-10 yrs,3K-6K,Very High,Better
1286,43,No,Non-Travel,1171,Research & Development,1,3,Life Sciences,2,Male,33,3,5,Research Director,2.0,Divorced,12302.0,22050,1,No,11,3,1,0,20,2,2,6.0,1,1,4,0,4-6 yrs,10K-15K,Medium,Good
1287,35,Yes,Non-Travel,1407,Research & Development,1,3,Life Sciences,1,Female,64,2,5,Research Scientist,4.0,Divorced,13140.0,9740,3,No,11,4,2,1,11,2,3,8.0,3,1,5,1,7-10 yrs,10K-15K,Very High,Better
1288,41,Yes,Travel_Rarely,1010,Research & Development,2,2,Life Sciences,4,Female,33,3,4,Research Scientist,3.0,Single,8839.0,4724,3,No,11,3,1,1,17,1,1,9.0,5,1,7,1,7-10 yrs,6K-10K,High,Bad
1289,42,No,Travel_Rarely,1102,Sales,3,4,Marketing,4,Male,38,3,3,Manager,4.0,Married,6790.0,13626,4,No,13,3,2,0,18,5,1,9.0,5,4,6,0,7-10 yrs,6K-10K,Very High,Bad
1290,58,No,Travel_Rarely,961,Sales,7,4,Technical Degree,2,Female,43,3,2,Sales Representative,3.0,Divorced,6012.0,3446,1,No,17,4,3,1,37,1,3,5.0,5,2,3,0,4-6 yrs,6K-10K,High,Better
1291,43,No,Travel_Rarely,449,Research & Development,2,2,Technical Degree,2,Female,87,3,5,Healthcare Representative,3.0,Married,12975.0,21737,4,No,19,3,3,0,21,3,3,7.0,2,1,5,0,7-10 yrs,10K-15K,High,Better
1292,43,No,Travel_Frequently,945,Sales,9,1,Life Sciences,2,Female,84,3,4,Manager,3.0,Divorced,11902.0,5778,3,No,19,3,1,0,21,2,2,6.0,1,1,4,0,4-6 yrs,10K-15K,High,Good
1293,48,No,Travel_Frequently,886,Research & Development,1,2,Technical Degree,3,Female,35,2,2,Healthcare Representative,3.0,Single,8575.0,19720,3,No,15,3,1,0,27,4,3,9.0,7,3,4,0,7-10 yrs,6K-10K,High,Better
1294,41,No,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,4,Female,43,3,2,Laboratory Technician,3.0,Married,5764.0,17534,4,No,16,3,3,0,17,3,3,2.0,2,1,2,0,2-3 yrs,3K-6K,High,Better
1295,36,Yes,Travel_Rarely,125,Sales,12,2,Marketing,1,Male,97,4,4,Manager,3.0,Divorced,10494.0,26911,3,Yes,15,3,1,2,12,0,2,7.0,5,2,4,1,7-10 yrs,10K-15K,High,Good
1296,42,Yes,Non-Travel,425,Sales,3,5,Technical Degree,3,Male,83,3,4,Sales Representative,4.0,Married,10812.0,26348,3,No,17,3,2,1,21,4,2,7.0,5,5,5,1,7-10 yrs,10K-15K,Very High,Good
1297,29,No,Travel_Rarely,426,Research & Development,8,2,Marketing,3,Female,75,3,4,Research Director,3.0,Single,9285.0,15664,4,Yes,11,3,2,1,9,4,3,9.0,3,1,2,0,7-10 yrs,6K-10K,High,Better
1298,38,No,Travel_Rarely,225,Sales,3,4,Marketing,4,Female,92,3,4,Sales Executive,3.0,Single,9810.0,15051,0,Yes,14,3,2,1,18,1,2,4.0,4,1,4,0,4-6 yrs,6K-10K,High,Good
1299,38,No,Travel_Frequently,636,Research & Development,13,3,Technical Degree,3,Male,81,4,1,Laboratory Technician,3.0,Single,3363.0,20338,5,Yes,13,4,2,1,14,4,2,6.0,4,1,5,0,4-6 yrs,3K-6K,High,Good
1300,45,No,Travel_Rarely,1235,Research & Development,1,1,Medical,3,Male,63,3,4,Manager,3.0,Single,15675.0,12038,3,No,13,3,3,1,21,4,3,4.0,4,0,4,0,4-6 yrs,15K+,High,Better
1301,46,No,Travel_Rarely,373,Sales,1,5,Life Sciences,1,Female,83,1,3,Sales Executive,2.0,Divorced,10387.0,25276,0,Yes,14,3,4,0,23,1,3,10.0,5,3,3,0,7-10 yrs,10K-15K,Medium,Better
1302,41,No,Travel_Rarely,898,Sales,5,3,Medical,4,Male,58,4,2,Sales Representative,4.0,Married,5067.0,17525,3,No,17,3,4,2,19,2,3,8.0,1,3,1,0,7-10 yrs,3K-6K,Very High,Better
1303,46,No,Travel_Rarely,322,Research & Development,1,1,Life Sciences,4,Female,96,3,4,Manufacturing Director,1.0,Married,11745.0,18828,1,No,16,3,4,0,22,2,3,14.0,2,1,5,0,10+ yrs,10K-15K,Low,Better
1304,50,No,Travel_Rarely,521,Sales,8,3,Life Sciences,2,Male,46,4,5,Manager,4.0,Married,15648.0,11570,4,No,16,3,4,0,29,2,2,4.0,4,2,4,0,4-6 yrs,15K+,Very High,Good
1305,36,No,Travel_Rarely,1340,Sales,3,2,Life Sciences,2,Male,37,3,5,Manager,1.0,Married,13827.0,11500,2,No,11,3,3,1,14,6,2,5.0,2,3,5,0,4-6 yrs,10K-15K,Low,Good
1306,43,No,Travel_Frequently,1364,Research & Development,1,2,Life Sciences,2,Female,92,4,3,Laboratory Technician,3.0,Single,10522.0,2657,4,No,17,3,4,1,21,4,4,8.0,3,3,1,0,7-10 yrs,10K-15K,High,Best
1307,56,No,Travel_Rarely,1476,Research & Development,6,2,Technical Degree,4,Female,60,4,2,Manufacturing Director,1.0,Married,9604.0,4733,6,No,16,3,1,1,33,3,2,7.0,6,0,1,0,7-10 yrs,6K-10K,Low,Good
1308,40,No,Travel_Rarely,132,Research & Development,3,2,Life Sciences,4,Male,30,2,2,Laboratory Technician,3.0,Married,4461.0,20313,3,Yes,20,3,4,3,18,2,3,9.0,6,1,8,0,7-10 yrs,3K-6K,High,Better
1309,36,No,Travel_Rarely,978,Research & Development,1,3,Technical Degree,4,Female,91,2,3,Research Director,2.0,Single,11563.0,6294,4,No,16,3,1,1,13,1,1,7.0,2,0,3,0,7-10 yrs,10K-15K,Medium,Bad
1310,57,No,Non-Travel,366,Sales,4,1,Life Sciences,1,Male,52,2,5,Sales Executive,3.0,Married,15453.0,8732,3,No,15,4,4,1,35,3,3,6.0,4,2,6,0,4-6 yrs,15K+,High,Better
1311,38,No,Non-Travel,751,Research & Development,1,3,Marketing,2,Male,73,4,1,Manager,4.0,Married,2744.0,3671,0,No,12,3,3,0,18,2,3,0.0,0,0,0,0,0-1 yrs,Below 3K,Very High,Better
1312,33,No,Travel_Rarely,633,Sales,1,4,Marketing,4,Male,48,2,5,Manager,2.0,Married,11091.0,21221,1,No,15,3,4,1,9,4,3,4.0,2,4,2,0,4-6 yrs,10K-15K,Medium,Better
1313,48,Yes,Travel_Frequently,118,Research & Development,29,4,Medical,1,Male,37,4,4,Manager,4.0,Married,10765.0,6583,2,No,13,3,3,0,28,2,3,8.0,4,0,3,1,7-10 yrs,10K-15K,Very High,Better
1314,26,No,Travel_Rarely,454,Sales,1,1,Marketing,4,Male,95,2,3,Manager,3.0,Married,8316.0,21142,3,No,17,4,3,0,2,6,2,2.0,1,2,2,0,2-3 yrs,6K-10K,High,Good
1315,28,No,Travel_Rarely,311,Research & Development,1,3,Life Sciences,3,Female,81,4,2,Research Director,1.0,Divorced,8291.0,12378,2,No,18,3,2,1,4,2,2,4.0,4,2,4,0,4-6 yrs,6K-10K,Low,Good
1316,50,Yes,Travel_Frequently,1152,Sales,4,3,Marketing,2,Female,80,2,3,Sales Representative,3.0,Single,6266.0,9663,2,No,16,3,4,1,26,5,3,9.0,2,3,6,1,7-10 yrs,6K-10K,High,Better
1317,41,No,Travel_Rarely,1144,Human Resources,7,4,Technical Degree,4,Female,34,4,5,Manager,1.0,Married,13953.0,21258,2,Yes,16,3,4,0,18,4,3,4.0,4,2,4,0,4-6 yrs,10K-15K,Low,Better
1318,34,No,Travel_Rarely,674,Research & Development,15,2,Technical Degree,4,Female,97,2,1,Healthcare Representative,4.0,Married,4717.0,26590,1,No,13,3,4,2,13,4,4,7.0,7,6,4,0,7-10 yrs,3K-6K,Very High,Best
1319,39,No,Travel_Rarely,1448,Sales,10,3,Medical,3,Male,83,3,4,Sales Executive,4.0,Single,7835.0,2136,0,No,17,3,2,1,19,2,3,11.0,5,1,6,0,10+ yrs,6K-10K,Very High,Better
1320,23,No,Travel_Rarely,171,Research & Development,3,2,Life Sciences,2,Female,61,3,2,Manufacturing Director,2.0,Married,8351.0,12442,2,No,11,3,2,0,0,4,2,0.0,0,0,0,0,0-1 yrs,6K-10K,Medium,Good
1321,33,Yes,Non-Travel,459,Sales,11,2,Technical Degree,2,Male,64,3,2,Sales Executive,4.0,Married,5095.0,2058,1,No,11,3,1,1,11,1,3,8.0,1,2,3,1,7-10 yrs,3K-6K,Very High,Better
1322,40,No,Travel_Rarely,860,Sales,11,3,Life Sciences,3,Male,79,2,3,Sales Representative,3.0,Divorced,12233.0,2670,0,Yes,13,4,3,1,19,2,4,11.0,6,1,2,0,10+ yrs,10K-15K,High,Best
1323,23,Yes,Travel_Frequently,1174,Sales,13,2,Medical,4,Female,94,3,2,Sales Executive,1.0,Married,5897.0,13422,1,No,12,4,4,3,0,4,2,0.0,0,0,0,1,0-1 yrs,3K-6K,Low,Good
1324,43,No,Travel_Rarely,168,Research & Development,7,1,Life Sciences,1,Female,49,4,3,Manufacturing Director,2.0,Single,8013.0,11660,4,No,11,4,3,0,21,5,3,14.0,10,1,6,0,10+ yrs,6K-10K,Medium,Better
1325,45,Yes,Travel_Rarely,116,Sales,2,3,Marketing,1,Male,82,3,3,Manager,4.0,Single,8592.0,20692,3,No,17,4,4,0,21,3,2,16.0,4,1,3,1,10+ yrs,6K-10K,Very High,Good
1326,23,No,Travel_Rarely,416,Research & Development,9,2,Life Sciences,2,Female,73,1,2,Manufacturing Director,3.0,Divorced,5742.0,22898,4,No,12,3,4,0,3,3,4,3.0,3,0,1,0,2-3 yrs,3K-6K,High,Best
1327,60,No,Travel_Rarely,1053,Sales,1,1,Life Sciences,3,Female,95,3,3,Manager,2.0,Married,8244.0,14259,2,No,14,3,3,2,36,2,2,3.0,2,3,3,0,2-3 yrs,6K-10K,Medium,Good
1328,43,No,Travel_Rarely,280,Research & Development,16,4,Life Sciences,1,Male,41,3,4,Research Director,2.0,Single,11765.0,3028,3,No,16,3,3,0,21,3,3,8.0,3,3,2,0,7-10 yrs,10K-15K,Medium,Better
1329,28,No,Travel_Rarely,420,Research & Development,1,1,Life Sciences,3,Female,32,2,5,Laboratory Technician,3.0,Married,14741.0,6566,3,Yes,11,4,4,0,5,1,3,5.0,2,1,5,0,4-6 yrs,10K-15K,High,Better
1330,35,No,Travel_Rarely,719,Sales,5,1,Life Sciences,4,Female,78,3,4,Sales Representative,3.0,Divorced,9109.0,18313,8,No,11,3,2,1,14,2,3,9.0,2,0,5,0,7-10 yrs,6K-10K,High,Better
1331,34,No,Travel_Frequently,1032,Sales,9,4,Marketing,4,Male,55,3,3,Sales Executive,3.0,Single,10125.0,8175,1,No,14,3,2,3,13,2,3,5.0,4,0,4,0,4-6 yrs,10K-15K,High,Better
1332,32,Yes,Travel_Rarely,1251,Research & Development,5,2,Technical Degree,3,Female,31,3,4,Research Director,4.0,Single,15167.0,22997,3,Yes,11,3,1,0,12,2,3,6.0,4,4,5,1,4-6 yrs,15K+,Very High,Better
1333,21,Yes,Travel_Rarely,1081,Research & Development,11,2,Medical,4,Male,61,2,3,Manufacturing Director,4.0,Married,11859.0,26308,3,No,11,3,1,0,0,3,3,0.0,0,0,0,1,0-1 yrs,10K-15K,Very High,Better
1334,38,Yes,Travel_Frequently,1144,Sales,25,4,Marketing,3,Female,33,3,5,Sales Representative,1.0,Married,12199.0,19668,2,No,15,3,3,0,16,3,3,5.0,3,1,1,1,4-6 yrs,10K-15K,Low,Better
1335,28,Yes,Travel_Frequently,444,Research & Development,8,3,Technical Degree,3,Female,70,3,2,Research Director,3.0,Married,7357.0,20290,2,Yes,14,3,2,1,4,4,4,4.0,4,2,3,1,4-6 yrs,6K-10K,High,Best
1336,49,No,Travel_Frequently,111,Sales,8,3,Other,3,Female,94,2,5,Sales Executive,3.0,Divorced,15537.0,10898,2,No,14,3,2,2,27,4,3,9.0,6,1,3,0,7-10 yrs,15K+,High,Better
1337,32,No,Travel_Frequently,412,Human Resources,5,3,Medical,3,Male,64,3,3,Manager,4.0,Married,5617.0,5184,3,No,12,3,1,0,10,0,3,8.0,4,1,6,0,7-10 yrs,3K-6K,Very High,Better
1338,42,No,Travel_Rarely,274,Sales,7,3,Life Sciences,2,Female,54,3,4,Sales Representative,2.0,Single,7750.0,25486,3,No,16,3,2,0,22,2,4,10.0,1,0,2,0,7-10 yrs,6K-10K,Medium,Best
1339,35,No,Travel_Rarely,226,Research & Development,1,1,Life Sciences,1,Male,36,4,2,Research Scientist,2.0,Married,7929.0,6966,3,No,11,3,4,0,15,1,3,7.0,4,4,1,0,7-10 yrs,6K-10K,Medium,Better
1340,40,Yes,Travel_Frequently,1241,Research & Development,9,1,Technical Degree,3,Male,94,3,4,Manager,1.0,Single,14781.0,23114,3,Yes,14,3,3,0,18,2,3,3.0,0,0,3,1,2-3 yrs,10K-15K,Low,Better
1341,41,No,Travel_Rarely,1424,Research & Development,4,3,Technical Degree,3,Female,80,2,3,Manufacturing Director,4.0,Single,8343.0,26675,4,No,18,3,4,1,18,1,4,8.0,2,3,5,0,7-10 yrs,6K-10K,Very High,Best
1342,42,No,Travel_Rarely,1428,Research & Development,3,3,Life Sciences,2,Female,36,3,1,Manager,3.0,Married,3248.0,18921,2,No,16,3,3,1,18,3,4,13.0,7,1,3,0,10+ yrs,3K-6K,High,Best
1343,34,No,Travel_Rarely,689,Sales,1,1,Other,4,Female,76,4,3,Manager,4.0,Divorced,6647.0,25440,2,No,14,3,3,0,12,0,3,4.0,1,4,4,0,4-6 yrs,6K-10K,Very High,Better
1344,41,No,Travel_Rarely,990,Research & Development,10,2,Medical,2,Male,69,4,1,Research Scientist,4.0,Married,4614.0,17840,7,No,25,4,4,1,20,2,3,3.0,3,2,3,0,2-3 yrs,3K-6K,Very High,Better
1345,41,Yes,Travel_Rarely,893,Research & Development,29,4,Other,4,Female,97,3,2,Research Director,2.0,Single,5245.0,12938,0,No,20,4,2,0,18,1,3,8.0,2,4,4,1,7-10 yrs,3K-6K,Medium,Better
1346,47,No,Travel_Rarely,719,Research & Development,3,3,Life Sciences,2,Male,58,3,5,Research Director,3.0,Divorced,11966.0,6185,3,No,19,3,3,1,24,2,3,4.0,4,1,3,0,4-6 yrs,10K-15K,High,Better
1347,29,No,Non-Travel,733,Research & Development,3,2,Life Sciences,1,Female,40,3,3,Healthcare Representative,1.0,Married,6651.0,5516,4,Yes,15,3,3,0,6,1,3,6.0,3,3,5,0,4-6 yrs,6K-10K,Low,Better
1348,57,No,Travel_Rarely,531,Sales,5,3,Marketing,4,Female,75,2,3,Sales Representative,3.0,Single,8886.0,26593,3,No,13,3,1,1,33,1,4,4.0,4,0,4,0,4-6 yrs,6K-10K,High,Best
1349,37,No,Travel_Rarely,844,Research & Development,5,4,Marketing,4,Female,95,3,3,Research Director,1.0,Single,10449.0,24022,3,No,17,3,4,1,16,4,3,10.0,3,1,5,0,7-10 yrs,10K-15K,Low,Better
1350,18,No,Travel_Rarely,1156,Sales,3,4,Marketing,4,Male,80,3,2,Sales Representative,3.0,Married,7370.0,26955,0,No,16,3,2,1,0,5,3,0.0,0,0,0,0,0-1 yrs,6K-10K,High,Better
1351,40,No,Travel_Rarely,722,Sales,11,2,Life Sciences,3,Male,51,1,3,Manager,4.0,Single,9025.0,9512,4,No,23,3,2,0,17,0,3,6.0,3,2,2,0,4-6 yrs,6K-10K,Very High,Better
1352,45,No,Travel_Rarely,295,Sales,1,2,Marketing,4,Female,96,2,3,Sales Representative,4.0,Divorced,10024.0,25218,3,No,13,3,1,1,21,2,2,11.0,5,1,3,0,10+ yrs,10K-15K,Very High,Good
1353,35,No,Travel_Rarely,853,Research & Development,6,3,Life Sciences,4,Male,79,3,4,Manager,2.0,Divorced,11656.0,3348,3,No,11,3,3,0,12,0,4,8.0,2,0,2,0,7-10 yrs,10K-15K,Medium,Best
1354,45,No,Travel_Frequently,828,Research & Development,8,3,Life Sciences,2,Female,99,3,2,Manufacturing Director,2.0,Single,6195.0,12174,5,No,16,4,1,0,24,2,3,4.0,3,1,2,0,4-6 yrs,6K-10K,Medium,Better
1355,18,No,Travel_Rarely,1123,Research & Development,2,2,Marketing,3,Male,64,3,4,Manager,3.0,Divorced,10017.0,3239,2,Yes,16,3,3,0,0,5,4,0.0,0,0,0,0,0-1 yrs,10K-15K,High,Best
1356,21,Yes,Travel_Rarely,1441,Sales,1,4,Other,4,Male,83,3,2,Sales Executive,1.0,Married,5499.0,21767,4,No,17,4,2,1,0,1,4,0.0,0,0,0,1,0-1 yrs,3K-6K,Low,Best
1357,44,No,Non-Travel,481,Research & Development,5,2,Marketing,3,Female,49,2,1,Laboratory Technician,1.0,Divorced,2418.0,4082,6,Yes,19,3,2,0,24,3,2,7.0,3,0,4,0,7-10 yrs,Below 3K,Low,Good
1358,21,Yes,Travel_Rarely,1076,Sales,6,3,Medical,1,Male,43,2,2,Sales Representative,3.0,Divorced,8085.0,18090,1,No,12,3,3,0,1,5,3,1.0,1,1,1,1,0-1 yrs,6K-10K,High,Better
1359,45,No,Travel_Rarely,907,Sales,4,3,Technical Degree,4,Male,51,3,2,Sales Representative,3.0,Married,6999.0,8316,3,Yes,11,3,4,0,25,1,2,9.0,7,1,3,0,7-10 yrs,6K-10K,High,Good
1360,59,No,Travel_Rarely,1368,Research & Development,10,3,Life Sciences,2,Female,49,3,5,Research Scientist,3.0,Married,16436.0,26034,2,Yes,13,3,4,2,38,5,4,4.0,4,0,4,0,4-6 yrs,15K+,High,Best
1361,23,Yes,Travel_Rarely,854,Sales,29,4,Other,3,Male,45,3,2,Manager,1.0,Married,4948.0,8022,3,No,12,3,3,1,2,1,3,2.0,2,0,2,1,2-3 yrs,3K-6K,Low,Better
1362,18,Yes,Travel_Frequently,489,Research & Development,1,2,Marketing,3,Female,42,3,2,Manufacturing Director,3.0,Single,5252.0,13374,2,Yes,16,4,2,1,0,2,4,0.0,0,0,0,1,0-1 yrs,3K-6K,High,Best
1363,29,No,Non-Travel,731,Research & Development,5,1,Other,2,Male,92,3,2,Laboratory Technician,3.0,Divorced,6674.0,15169,2,No,16,3,1,1,8,3,1,6.0,5,2,2,0,4-6 yrs,6K-10K,High,Bad
1364,41,No,Non-Travel,221,Research & Development,16,4,Human Resources,3,Female,35,3,3,Research Director,1.0,Married,10041.0,4999,4,No,12,3,3,0,19,0,3,5.0,5,3,5,0,4-6 yrs,10K-15K,Low,Better
